code_activity,name_activity,description,ar_name_activity,ar_description,subfield,field,definition
71411,Electricien jeu d'orgues,,كهربائي البلاطو,,93,7,"L'activité d'électricien jeu d'orgues est une prestation spécialisée qui consiste à installer, entretenir et réparer les composants électriques des orgues, garantissant le bon fonctionnement et la qualité sonore de cet instrument musical."
71410,Electricien éclairagiste spectacle,,كهربائي وحدة تحكم الإضاءة,,93,7,"Activité consistant à installer, brancher et entretenir les systèmes d'éclairage et de sonorisation pour les événements de spectacle, tels que concerts, pièces de théâtre et conventions."
71409,Electricien spectacle,,كهربائي مكلف بإضاءة العرض,,93,7,"Installation et maintenance de systèmes électriques pour des représentations scéniques et des événements (concerts, spectacles, etc.), incluant l'éclairage, la sonorisation et les effets spéciaux."
71408,Eclairagiste,,تقني اضاءة,,93,7,"Conception, mise en place et exploitation d'installations électriques en vue d'éclairer ou de mettre en valeur des espaces ou des éléments pour des événements ou des spectacles."
71407,Créateur lumière,,مصمم الإضاءة,,93,7,"Conception et réalisation de systèmes d'éclairage pour des événements, des spectacles ou des installations permanentes, en tenant compte des aspects esthétiques, techniques et de sécurité pour créer des ambiances visuelles impactantes."
71406,Concepteur lumière,,منفذ الإضاءة,,93,7,"Un concepteur lumière crée et met en œuvre des éclairages pour des événements, des spectacles et des espaces architecturaux. Ils utilisent leur expertise en optique, en couleurs et en effets pour créer des environnements visuellement captivants."
71405,Chef section eclairagiste,,رئيس قسم الإضاءة,,93,7,"Responsable de l'installation, de l'entretien et de la réparation de systèmes d'éclairage dans les bâtiments, les espaces extérieurs et les événements."
71404,Chef opérateur lumière,,رئيس مشغل الإضاءة,,93,7,"Un chef opérateur lumière est un professionnel qui conçoit et met en œuvre l'éclairage pour les productions audiovisuelles (films, émissions de télévision, etc.). Il détermine l'atmosphère visuelle en utilisant des techniques d'éclairage, des équipements et des accessoires spécifiques."
71403,Chef électricien spectacle,,رئيس كهربائي العرض,,93,7,"Installation et maintenance des équipements électriques pour les spectacles de divertissement, y compris l'éclairage, le son et les effets spéciaux."
71402,Chef éclairagiste,,رئيس الإضاءة,,93,7,"Assurer la conception, l'installation et la maintenance des systèmes d'éclairage pour les événements et les productions audiovisuelles."
71401,Assistant lumière,,مساعد الإضاءة,,93,7,"L'assistant lumière assiste le chef opérateur dans la préparation et le réglage de l'éclairage pour les productions vidéo, cinéma ou télévisuelles. Il garantit la qualité de l'éclairage en fonction des besoins artistiques et techniques du projet."
71309,Régisseur technique général,,ريجيسور تقني عام,,93,7,"Responsable de la gestion technique et de la coordination d'événements ou de productions. Planifie, supervise et exécute les aspects techniques tels que l'éclairage, le son, la vidéo et la mise en scène."
71308,Régisseur technique,,ريجيسور تقني,,93,7,"Responsable de la gestion technique et logistique des spectacles, concerts ou autres événements. Il supervise l'installation et le fonctionnement des équipements son, lumière et vidéo, ainsi que la coordination des techniciens."
71307,Régisseur lumière,,ريجيسور الإضاءة,,93,7,"Technicien responsable de l'éclairage des spectacles, qui détermine les besoins en matériel, installe et règle les projecteurs, et assure le bon fonctionnement des éclairages pendant les représentations."
71306,Régisseur général,,ريجيسور عام,,93,7,"Régisseur général : Responsable de la gestion financière et matérielle d'une entreprise ou d'un spectacle, supervisant les dépenses, les contrats et la comptabilité, tout en veillant à la conformité légale."
71305,Régisseur de tournée,,ريجيسور الجولات,,93,7,"Responsable de la gestion logistique et administrative des tournées de spectacles ou d'événements. Coordonne les transports, l'hébergement, la billetterie, la promotion et les aspects financiers, assurant le bon déroulement de la tournée."
71304,Régisseur de son,,ريجيسور الصوت,,92,7,"Activité indépendante consistant à gérer la production de spectacles vivants ou audiovisuels, comprenant la planification, la coordination et la supervision des aspects techniques, artistiques et administratifs."
71303,Régisseur de plateau,,ريجيسور استوديو,,92,7,"Le régisseur de plateau en Algérie est un professionnel de l'audiovisuel qui assure la coordination et la gestion des aspects techniques et logistiques d'une production cinématographique ou télévisuelle. Il supervise la mise en place des décors, de l'éclairage et du son, et gère les équipes techniques et les acteurs."
71302,Régisseur artistique,,ريجيسور فني,,92,7,"Responsable de l'organisation et de la direction de manifestations artistiques (spectacles, expositions, festivals). Il assure la coordination entre les différents intervenants (artistes, techniciens, producteurs) et supervise l'ensemble des aspects techniques et artistiques."
71301,Assistant de régie,,ريجيسور ,,92,7,"Assistant de régie en Algérie : Individu indépendant qui assiste les sociétés de production audiovisuelle dans la préparation et le suivi des tournages, en gérant les aspects administratifs, logistiques et techniques, ainsi que la coordination des équipes et des prestataires."
71216,Tapissier décorateur spectacle,,مصمم ديكور السجاد للعروض,,92,7,"Activité consistant à concevoir et réaliser des décors textiles (rideaux, tentures, coussins, etc.) pour des spectacles vivants ou des événements événementiels."
71215,Scénographe spectacle,,مصمم المشهد للعروض,,92,7,"Activité de conception et de réalisation des décors, accessoires et costumes pour les spectacles vivants (théâtre, opéra, danse, etc.). Elle implique la création d'environnements visuels immersifs qui soutiennent la narration et renforcent l'impact émotionnel des performances."
71214,Peintre en décor spectacle,,رسام ديكور العرض,,92,7,"Artisan spécialisé dans la décoration des décors scéniques pour des spectacles vivants, concevant et créant des œuvres d'art temporaires, des accessoires et des effets spéciaux pour améliorer l'expérience visuelle et immersive du public."
71213,Menuisier en décor spectacle,,نجار ديكور العرض,,92,7,"Réalisation de décors et éléments scénographiques, en bois ou autres matériaux, pour des représentations théâtrales, des spectacles ou des évènements."
71212,Ensemblier de décor spectacle,,منسق الديكور للعروض,,92,7,"Professionnel spécialisé dans la conception et la réalisation de décors pour des spectacles et des événements, en utilisant divers matériaux et techniques."
71211,Décorateur spectacle,,مصمم ديكور العرض,,91,7,"Activité d'aménagement et de décoration de lieux de spectacle, en vue de créer des environnements visuels et scénographiques pour des représentations théâtrales, musicales ou autres."
71210,Décorateur spécialisé spectacle,,مصمم ديكور مختص في العروض,,91,7,"Un décorateur spécialisé spectacle est un auto-entrepreneur qui conçoit et réalise des décors pour des spectacles vivants, tels que des pièces de théâtre, des concerts et des spectacles de danse. Il crée des environnements visuels pour améliorer l'impact dramatique et esthétique des productions."
71209,Constructeur en décor,,مُنشئ في الديكور,,91,7,"Spécialiste de l'aménagement et de la décoration d'intérieurs, le constructeur en décor réalise des travaux de rénovation, d'agencement et d'embellissement. Il conçoit et installe des éléments décoratifs (cloisons, faux plafonds, éclairages) pour optimiser l'espace et créer des ambiances personnalisées."
